0,-136299.03125
1,-147813.078125
2,-161691.984375
3,-176228.53125
4,-189070.53125
5,-192880.703125
6,-197589.265625
8,-198981.09375
9,-199871.796875
10,-201088.3125
11,-201323.953125
12,-202366.90625
14,-204871.171875
15,-205080.453125
16,-207898.46875
18,-208738.1875
19,-209220.1875
20,-210097.65625
22,-211004.234375
23,-211716.96875
24,-212911.765625
26,-213488.46875
27,-213991
28,-214543.390625
29,-214788.40625
30,-215320.46875
32,-216191.359375
33,-216448.46875
34,-217692.515625
36,-218112.640625
37,-218399.421875
38,-218794.1875
39,-218884.703125
40,-219172.640625
42,-220191.6875
43,-220470.03125
44,-221616.4375
46,-221971.625
47,-222071.3125
48,-222493.65625
50,-222996.28125
51,-223156.875
52,-223803
54,-224107.078125
55,-224279.03125
56,-224612.484375
58,-224972.671875
59,-225275.296875
60,-225708
62,-225959.75
63,-226174.34375
64,-226443.25
65,-226533.03125
66,-226801
68,-227202.359375
69,-227414.75
70,-227924.765625
72,-228135
73,-228288.96875
74,-228496.546875
75,-228551.140625
76,-228727.078125
78,-229195.8125
79,-229342.21875
80,-229962.625
82,-230127.296875
83,-230253.8125
84,-230391.71875
85,-230437.453125
86,-230507.421875
88,-231061.03125
89,-231171.296875
90,-231885.1875
92,-232015.71875
93,-232109.46875
94,-232207.828125
95,-232216.25
96,-232230.15625
98,-232842.78125
100,-233059.578125
101,-233258.34375
102,-233284.828125
103,-233490.421875
105,-233708.21875
106,-233764.984375
107,-234058.015625
109,-234195.28125
110,-234283.875
111,-234421.84375
112,-234444.3125
113,-234567.96875
115,-234852.703125
116,-234901.625
117,-235306.75
119,-235409.59375
120,-235501.34375
121,-235578.296875
122,-235635.515625
123,-235663.6875
125,-236013.765625
126,-236191.015625
127,-236723.625
129,-236805.703125
130,-236915.578125
131,-236935.21875
132,-237042.75
134,-237254.21875
135,-237314.28125
136,-237594.234375
138,-237684.375
139,-237748.28125
140,-237832.359375
141,-237852.34375
142,-237912.9375
144,-238171.703125
145,-238234.890625
146,-238568.171875
148,-238641.796875
149,-238703.109375
150,-238758.4375
151,-238783
152,-238796.375
154,-239100.796875
155,-239168.53125
156,-239568.828125
158,-239625.59375
159,-239688.265625
160,-239713.84375
161,-239748.296875
163,-239977.359375
164,-240009
165,-240395.390625
167,-240445.28125
168,-240518.21875
169,-240527.9375
170,-240591.390625
172,-240770.296875
173,-240802.578125
174,-241040.375
176,-241101.390625
177,-241146.65625
178,-241198.375
179,-241212.515625
180,-241239.015625
182,-241459.1875
183,-241501.546875
184,-241784.40625
186,-241833.1875
187,-241879.8125
188,-241909.71875
189,-241930.578125
191,-242113.09375
