0,309.294464
2,310.538452
4,309.470703
6,310.877502
8,308.204254
10,310.196808
12,308.303955
14,308.612305
16,310.587433
18,307.037384
20,312.059845
22,308.80423
24,308.128235
26,310.045349
28,306.753693
30,311.39798
32,309.100647
34,311.068817
36,308.758667
38,310.003845
40,309.878235
42,309.633728
44,309.241791
46,309.792755
48,311.32251
50,313.027679
52,309.774841
54,309.93512
56,309.433929
58,310.051056
60,311.565521
62,307.639954
64,312.225067
66,308.54483
68,311.564514
70,310.656067
72,308.601868
74,310.61615
76,311.711578
78,308.656525
80,312.511017
82,308.375031
84,311.925903
86,308.038177
88,307.458282
90,309.927246
92,309.171539
94,308.311707
96,311.330811
98,311.898621
100,312.730957
