0,-59690.277344
1,-69540.515625
2,-78122.390625
3,-82649.523438
4,-86606.4375
5,-90583.796875
7,-91667.898438
8,-92721
9,-93072.75
10,-94183.976562
12,-95594.507812
13,-95813.28125
14,-97253.671875
16,-97907.703125
17,-98175.046875
18,-98875.789062
19,-98882.671875
20,-99498.3125
22,-100465.953125
23,-100800.9375
24,-101792.289062
26,-102133.265625
27,-102423.070312
28,-102724.171875
29,-102906.570312
30,-103146.546875
32,-103735.578125
33,-104168.796875
34,-104893.773438
36,-105132.75
37,-105299.992188
38,-105535.867188
39,-105561.46875
40,-105777.515625
42,-106300.117188
44,-106529.375
45,-106777.507812
46,-106887.632812
47,-107145.789062
49,-107387.53125
50,-107553.179688
51,-107834.882812
53,-108012.601562
54,-108159.078125
55,-108358.84375
56,-108396.132812
57,-108607.476562
59,-108866.898438
60,-108957.757812
61,-109275.039062
63,-109423.976562
64,-109516.390625
65,-109676.890625
66,-109680.179688
67,-109835.78125
69,-110129.78125
70,-110152.609375
71,-110529.796875
73,-110648.859375
74,-110715.25
75,-110832.109375
77,-111021.8125
78,-111178.6875
79,-111410.75
81,-111514.742188
82,-111599.851562
83,-111700.78125
84,-111742.757812
85,-111829.445312
87,-112041.9375
88,-112160.5625
89,-112429.617188
91,-112515.34375
92,-112584.75
93,-112658.90625
94,-112692.320312
95,-112738.40625
97,-112981.703125
98,-113083.335938
99,-113400.820312
101,-113467.390625
102,-113529.515625
103,-113573.546875
104,-113607.421875
106,-113806.53125
107,-113949.359375
108,-114291.382812
110,-114346.9375
111,-114419.648438
112,-114431.671875
113,-114501.40625
115,-114649.234375
116,-114686.492188
117,-114878.742188
119,-114938.53125
120,-114980.796875
121,-115035.5625
122,-115048.515625
123,-115086.109375
125,-115263.039062
126,-115302.265625
127,-115528.625
129,-115576.09375
130,-115616.921875
131,-115650.585938
132,-115668.296875
133,-115671.585938
135,-115878.640625
136,-115931.945312
137,-116191.46875
139,-116229.085938
140,-116264.640625
141,-116284.195312
142,-116297.09375
144,-116458.023438
145,-116485.84375
146,-116763.976562
148,-116791.875
149,-116841.875
151,-116909.671875
152,-116965.765625
153,-117051.226562
155,-117094.453125
156,-117131.421875
157,-117175.0625
158,-117195.53125
159,-117235.8125
161,-117315.695312
162,-117377.640625
163,-117476.59375
165,-117515.46875
166,-117548.453125
167,-117583.929688
168,-117603.671875
169,-117630.140625
171,-117722.71875
172,-117797.234375
173,-117913.890625
175,-117947.375
176,-117979.101562
177,-118004.546875
178,-118026.484375
179,-118036.015625
180,-118038.601562
182,-118181.984375
184,-118245.71875
185,-118309.164062
186,-118318.46875
187,-118391.265625
189,-118432.640625
190,-118452.21875
191,-118496.835938
193,-118541.492188
194,-118577.671875
195,-118633.6875
197,-118666.703125
198,-118696.898438
199,-118730.804688
200,-118748.84375
201,-118780.960938
202,-118781.34375
203,-118806.578125
205,-118902.328125
207,-118942.609375
208,-118983.085938
209,-118999.234375
210,-119045.335938
212,-119083.671875
213,-119110.648438
214,-119155.132812
216,-119186.9375
217,-119216.765625
218,-119253.367188
219,-119264.234375
220,-119304.289062
222,-119348
223,-119373
224,-119425.921875
226,-119455.492188
227,-119478.6875
228,-119510.546875
229,-119519.3125
230,-119551.140625
232,-119602.632812
233,-119628.539062
234,-119692.609375
236,-119719.210938
237,-119739.59375
238,-119765.390625
239,-119774.984375
240,-119796.273438
242,-119857.875
243,-119891.453125
244,-119969.671875
246,-119992.578125
247,-120013
248,-120031.3125
249,-120044.132812
250,-120052.4375
252,-120126.578125
