0,-4559.686035
2,-307.35083
4,53.933105
6,108.513084
8,165.748672
10,-34.068375
12,-51.800957
14,-95.97155
16,97.824089
18,-162.377869
20,127.117409
22,-336.64682
24,318.634033
26,200.843842
28,-118.302505
30,-120.384712
32,-6.07299
34,-244.277298
36,-174.085846
38,113.942223
40,188.525436
42,299.033112
44,-61.679447
46,156.26329
48,-226.160004
50,-43.27467
52,423.435791
54,-288.334656
56,48.027435
58,-369.031281
60,63.58802
62,28.124214
64,1.529999
66,-102.215973
68,150.187988
70,250.472336
72,-80.669922
74,-102.684929
76,-211.082336
78,-234.632004
80,-250.744568
82,-356.109833
84,87.272057
86,107.567757
88,83.106911
90,-97.026894
92,-14.966316
94,115.564278
96,-32.801144
98,6.321983
100,51.114143
