0,312.061462
2,315.124542
4,308.661957
6,305.409973
8,310.538666
10,310.373474
12,310.192261
14,310.294708
16,311.268463
18,310.145081
20,311.362213
22,308.45639
24,310.434692
26,309.113983
28,308.844086
30,308.268921
32,309.808075
34,312.643677
36,310.720215
38,308.842468
40,307.817719
42,311.782471
44,312.426727
46,311.878998
48,311.471313
50,310.501099
52,312.808197
54,313.917389
56,310.554871
58,308.866669
60,312.958344
62,309.479492
64,305.537628
66,309.438965
68,308.977905
70,309.483551
72,309.101868
74,310.355957
76,310.464783
78,313.681763
80,311.081635
82,310.670135
84,310.598541
86,311.596619
88,312.044312
90,312.919373
92,310.489349
94,313.927185
96,308.66507
98,313.567291
100,309.030334
